PROD_CEL_100651,Dien thoai Oppo Reno11 F 12GB/256GB - Moi 100%,Oppo,Reno11 F,12GB,256GB,35070000,34070000,Con hang,Moi 100%,CellphoneS,6/11/2026
PROD_CEL_100654,Dien thoai Apple iPhone 14 Pro 4GB/1TB - Moi 100%,Apple,iPhone 14 Pro,4GB,1TB,42900000,42900000,Con hang,Moi 100%,CellphoneS,6/11/2026
PROD_CEL_100656,Dien thoai Realme Realme C65 12GB/256GB - Moi 100%,Realme,Realme C65,12GB,256GB,30680000,30680000,Con hang,Moi 100%,CellphoneS,6/11/2026
PROD_CEL_100657,Dien thoai Oppo Find N3 Flip 16GB/64GB - Moi 100%,Oppo,Find N3 Flip,16GB,64GB,32260000,32260000,Con hang,Moi 100%,CellphoneS,6/11/2026
PROD_CEL_100662,Dien thoai Apple iPhone 13 4GB/512GB - Moi 100%,Apple,iPhone 13,4GB,512GB,31250000,30750000,Con hang,Moi 100%,CellphoneS,6/11/2026
PROD_CEL_100663,Dien thoai Apple iPhone 13 6GB/256GB - Moi 100%,Apple,iPhone 13,6GB,256GB,39810000,37810000,Con hang,Moi 100%,CellphoneS,6/11/2026
PROD_CEL_100666,Dien thoai Xiaomi Xiaomi 14 4GB/1TB - Moi 100%,Xiaomi,Xiaomi 14,4GB,1TB,37860000,35860000,Het hang,Moi 100%,CellphoneS,6/11/2026
PROD_CEL_100670,Dien thoai Vivo X100 Pro 16GB/512GB - Moi 100%,Vivo,X100 Pro,16GB,512GB,32160000,32160000,Con hang,Moi 100%,CellphoneS,6/11/2026
PROD_CEL_100671,Dien thoai Samsung Galaxy S24 Ultra 16GB/256GB - Moi 100%,Samsung,Galaxy S24 Ultra,16GB,256GB,32220000,31720000,Con hang,Moi 100%,CellphoneS,6/11/2026
PROD_CEL_100673,Dien thoai Oppo Reno11 F 4GB/512GB - Moi 100%,Oppo,Reno11 F,4GB,512GB,43920000,41920000,Con hang,Moi 100%,CellphoneS,6/11/2026
PROD_CEL_100674,Dien thoai Apple iPhone 13 6GB/64GB - Moi 100%,Apple,iPhone 13,6GB,64GB,42110000,41110000,Con hang,Moi 100%,CellphoneS,6/11/2026
PROD_CEL_100676,Dien thoai Vivo X100 Pro 8GB/512GB - Moi 100%,Vivo,X100 Pro,8GB,512GB,40250000,39250000,Con hang,Moi 100%,CellphoneS,6/11/2026
PROD_CEL_100679,Dien thoai Vivo Y100 12GB/128GB - Moi 100%,Vivo,Y100,12GB,128GB,37300000,35300000,Con hang,Moi 100%,CellphoneS,6/11/2026
PROD_CEL_100682,Dien thoai Vivo V30 5G 6GB/1TB - Moi 100%,Vivo,V30 5G,6GB,1TB,43330000,43330000,Con hang,Moi 100%,CellphoneS,6/11/2026
PROD_CEL_100683,Dien thoai Samsung Galaxy S24 Ultra 16GB/512GB - Moi 100%,Samsung,Galaxy S24 Ultra,16GB,512GB,43630000,42630000,Het hang,Moi 100%,CellphoneS,6/11/2026
PROD_CEL_100684,Dien thoai Vivo V30 5G 4GB/256GB - Moi 100%,Vivo,V30 5G,4GB,256GB,35850000,34850000,Het hang,Moi 100%,CellphoneS,6/11/2026
PROD_CEL_100685,Dien thoai Apple iPhone 14 Pro 16GB/512GB - Moi 100%,Apple,iPhone 14 Pro,16GB,512GB,44630000,44630000,Con hang,Moi 100%,CellphoneS,6/11/2026
PROD_CEL_100686,Dien thoai Realme Realme Note 50 12GB/64GB - Moi 100%,Realme,Realme Note 50,12GB,64GB,42060000,42060000,Con hang,Moi 100%,CellphoneS,6/11/2026
PROD_CEL_100687,Dien thoai Xiaomi Poco X6 Pro 12GB/512GB - Moi 100%,Xiaomi,Poco X6 Pro,12GB,512GB,31260000,30260000,Con hang,Moi 100%,CellphoneS,6/11/2026
PROD_CEL_100688,Dien thoai Apple iPhone 15 Pro Max 12GB/128GB - Moi 100%,Apple,iPhone 15 Pro Max,12GB,128GB,35750000,35750000,Con hang,Moi 100%,CellphoneS,6/11/2026
PROD_CEL_100692,Dien thoai Realme Realme 12 Rest 4GB/1TB - Moi 100%,Realme,Realme 12 Rest,4GB,1TB,38600000,36600000,Het hang,Moi 100%,CellphoneS,6/11/2026
PROD_CEL_100693,Dien thoai Xiaomi Xiaomi 14 4GB/64GB - Moi 100%,Xiaomi,Xiaomi 14,4GB,64GB,30150000,29150000,Con hang,Moi 100%,CellphoneS,6/11/2026
PROD_CEL_100699,Dien thoai Samsung Galaxy S24 Ultra 4GB/128GB - Moi 100%,Samsung,Galaxy S24 Ultra,4GB,128GB,30570000,28570000,Con hang,Moi 100%,CellphoneS,6/11/2026
PROD_CEL_100700,Dien thoai Samsung Galaxy S24 Ultra 8GB/128GB - Moi 100%,Samsung,Galaxy S24 Ultra,8GB,128GB,43660000,41660000,Con hang,Moi 100%,CellphoneS,6/11/2026
PROD_CEL_100702,Dien thoai Realme Realme Note 50 6GB/128GB - Moi 100%,Realme,Realme Note 50,6GB,128GB,35870000,34870000,Con hang,Moi 100%,CellphoneS,6/11/2026
PROD_CEL_100703,Dien thoai Realme Realme Note 50 6GB/1TB - Moi 100%,Realme,Realme Note 50,6GB,1TB,35400000,34400000,Con hang,Moi 100%,CellphoneS,6/11/2026
PROD_CEL_100704,Dien thoai Xiaomi Redmi Note 13 16GB/128GB - Moi 100%,Xiaomi,Redmi Note 13,16GB,128GB,36600000,35600000,Con hang,Moi 100%,CellphoneS,6/11/2026
PROD_CEL_100705,Dien thoai Samsung Galaxy A55 16GB/256GB - Moi 100%,Samsung,Galaxy A55,16GB,256GB,38100000,36100000,Con hang,Moi 100%,CellphoneS,6/11/2026
PROD_CEL_100707,Dien thoai Vivo V30 5G 16GB/512GB - Moi 100%,Vivo,V30 5G,16GB,512GB,39700000,39700000,Con hang,Moi 100%,CellphoneS,6/11/2026
PROD_CEL_100708,Dien thoai Realme Realme Note 50 4GB/128GB - Moi 100%,Realme,Realme Note 50,4GB,128GB,37820000,37320000,Con hang,Moi 100%,CellphoneS,6/11/2026
PROD_CEL_100709,Dien thoai Realme Realme Note 50 12GB/64GB - Moi 100%,Realme,Realme Note 50,12GB,64GB,34560000,34560000,Con hang,Moi 100%,CellphoneS,6/11/2026
PROD_CEL_100710,Dien thoai Vivo X100 Pro 8GB/256GB - Moi 100%,Vivo,X100 Pro,8GB,256GB,39820000,37820000,Con hang,Moi 100%,CellphoneS,6/11/2026
PROD_CEL_100711,Dien thoai Vivo V30 5G 4GB/64GB - Moi 100%,Vivo,V30 5G,4GB,64GB,42480000,41980000,Het hang,Moi 100%,CellphoneS,6/11/2026
PROD_CEL_100713,Dien thoai Xiaomi Redmi Note 13 16GB/256GB - Moi 100%,Xiaomi,Redmi Note 13,16GB,256GB,44940000,42940000,Con hang,Moi 100%,CellphoneS,6/11/2026
PROD_CEL_100715,Dien thoai Realme Realme 12 Rest 12GB/1TB - Moi 100%,Realme,Realme 12 Rest,12GB,1TB,43800000,42800000,Con hang,Moi 100%,CellphoneS,6/11/2026
PROD_CEL_100716,Dien thoai Vivo X100 Pro 8GB/128GB - Moi 100%,Vivo,X100 Pro,8GB,128GB,31120000,29120000,Het hang,Moi 100%,CellphoneS,6/11/2026
PROD_CEL_100719,Dien thoai Realme Realme Note 50 16GB/128GB - Moi 100%,Realme,Realme Note 50,16GB,128GB,43750000,43250000,Con hang,Moi 100%,CellphoneS,6/11/2026
PROD_CEL_100722,Dien thoai Realme Realme Note 50 6GB/256GB - Moi 100%,Realme,Realme Note 50,6GB,256GB,36140000,35140000,Het hang,Moi 100%,CellphoneS,6/11/2026
PROD_CEL_100723,Dien thoai Realme Realme 12 Rest 12GB/512GB - Moi 100%,Realme,Realme 12 Rest,12GB,512GB,32700000,32700000,Con hang,Moi 100%,CellphoneS,6/11/2026
PROD_CEL_100724,Dien thoai Oppo A78 6GB/256GB - Moi 100%,Oppo,A78,6GB,256GB,37850000,37850000,Het hang,Moi 100%,CellphoneS,6/11/2026
PROD_CEL_100725,Dien thoai Samsung Galaxy Z Fold6 6GB/256GB - Moi 100%,Samsung,Galaxy Z Fold6,6GB,256GB,39920000,39920000,Con hang,Moi 100%,CellphoneS,6/11/2026
PROD_CEL_100728,Dien thoai Xiaomi Redmi Note 13 4GB/512GB - Moi 100%,Xiaomi,Redmi Note 13,4GB,512GB,40270000,39270000,Con hang,Moi 100%,CellphoneS,6/11/2026
PROD_CEL_100729,Dien thoai Apple iPhone 15 Pro Max 8GB/512GB - Moi 100%,Apple,iPhone 15 Pro Max,8GB,512GB,42710000,41710000,Con hang,Moi 100%,CellphoneS,6/11/2026
PROD_CEL_100736,Dien thoai Xiaomi Poco X6 Pro 12GB/128GB - Moi 100%,Xiaomi,Poco X6 Pro,12GB,128GB,33000000,32000000,Con hang,Moi 100%,CellphoneS,6/11/2026
PROD_CEL_100740,Dien thoai Samsung Galaxy A55 12GB/1TB - Moi 100%,Samsung,Galaxy A55,12GB,1TB,30430000,30430000,Con hang,Moi 100%,CellphoneS,6/11/2026
PROD_CEL_100742,Dien thoai Oppo A78 8GB/512GB - Moi 100%,Oppo,A78,8GB,512GB,43590000,43590000,Con hang,Moi 100%,CellphoneS,6/11/2026
PROD_CEL_100743,Dien thoai Realme Realme 12 Rest 6GB/128GB - Moi 100%,Realme,Realme 12 Rest,6GB,128GB,40410000,40410000,Het hang,Moi 100%,CellphoneS,6/11/2026
PROD_CEL_100745,Dien thoai Samsung Galaxy S24 Ultra 8GB/64GB - Moi 100%,Samsung,Galaxy S24 Ultra,8GB,64GB,31940000,31940000,Con hang,Moi 100%,CellphoneS,6/11/2026
PROD_CEL_100748,Dien thoai Vivo X100 Pro 4GB/64GB - Hang trung bay,Vivo,X100 Pro,4GB,64GB,42420000,41420000,Het hang,Hang trung bay,CellphoneS,6/11/2026
PROD_CEL_100750,Dien thoai Oppo A78 8GB/512GB - Moi 100%,Oppo,A78,8GB,512GB,43790000,42790000,Con hang,Moi 100%,CellphoneS,6/11/2026
PROD_CEL_100752,Dien thoai Oppo Reno11 F 4GB/256GB - Moi 100%,Oppo,Reno11 F,4GB,256GB,36110000,34110000,Con hang,Moi 100%,CellphoneS,6/11/2026
PROD_CEL_100753,Dien thoai Samsung Galaxy A55 12GB/512GB - Moi 100%,Samsung,Galaxy A55,12GB,512GB,41070000,41070000,Con hang,Moi 100%,CellphoneS,6/11/2026
PROD_CEL_100754,Dien thoai Samsung Galaxy S24 Ultra 12GB/512GB - Moi 100%,Samsung,Galaxy S24 Ultra,12GB,512GB,36090000,34090000,Con hang,Moi 100%,CellphoneS,6/11/2026
PROD_CEL_100758,Dien thoai Realme Realme Note 50 4GB/128GB - Moi 100%,Realme,Realme Note 50,4GB,128GB,32450000,31450000,Con hang,Moi 100%,CellphoneS,6/11/2026
PROD_CEL_100759,Dien thoai Apple iPhone 13 12GB/128GB - Moi 100%,Apple,iPhone 13,12GB,128GB,42150000,42150000,Con hang,Moi 100%,CellphoneS,6/11/2026
PROD_CEL_100760,Dien thoai Realme Realme 12 Rest 4GB/512GB - Moi 100%,Realme,Realme 12 Rest,4GB,512GB,44860000,44860000,Con hang,Moi 100%,CellphoneS,6/11/2026
PROD_CEL_100761,Dien thoai Realme Realme C65 6GB/256GB - Moi 100%,Realme,Realme C65,6GB,256GB,37460000,36460000,Con hang,Moi 100%,CellphoneS,6/11/2026
PROD_CEL_100762,Dien thoai Xiaomi Redmi Note 13 4GB/512GB - Moi 100%,Xiaomi,Redmi Note 13,4GB,512GB,31740000,30740000,Con hang,Moi 100%,CellphoneS,6/11/2026
PROD_CEL_100764,Dien thoai Xiaomi Poco X6 Pro 16GB/64GB - Moi 100%,Xiaomi,Poco X6 Pro,16GB,64GB,34990000,33990000,Con hang,Moi 100%,CellphoneS,6/11/2026
PROD_CEL_100766,Dien thoai Realme Realme 12 Rest 6GB/64GB - Moi 100%,Realme,Realme 12 Rest,6GB,64GB,38600000,37600000,Het hang,Moi 100%,CellphoneS,6/11/2026
PROD_CEL_100767,Dien thoai Oppo Reno11 F 12GB/512GB - Moi 100%,Oppo,Reno11 F,12GB,512GB,42080000,40080000,Con hang,Moi 100%,CellphoneS,6/11/2026
PROD_CEL_100768,Dien thoai Realme Realme C65 12GB/64GB - Moi 100%,Realme,Realme C65,12GB,64GB,37660000,36660000,Con hang,Moi 100%,CellphoneS,6/11/2026
PROD_CEL_100769,Dien thoai Samsung Galaxy A55 6GB/64GB - Moi 100%,Samsung,Galaxy A55,6GB,64GB,38210000,37710000,Con hang,Moi 100%,CellphoneS,6/11/2026
PROD_CEL_100771,Dien thoai Oppo Reno11 F 8GB/256GB - Moi 100%,Oppo,Reno11 F,8GB,256GB,39160000,39160000,Con hang,Moi 100%,CellphoneS,6/11/2026
PROD_CEL_100772,Dien thoai Vivo V30 5G 8GB/128GB - Moi 100%,Vivo,V30 5G,8GB,128GB,44670000,43670000,Con hang,Moi 100%,CellphoneS,6/11/2026
PROD_CEL_100774,Dien thoai Apple iPhone 15 Pro Max 16GB/1TB - Moi 100%,Apple,iPhone 15 Pro Max,16GB,1TB,39450000,38450000,Con hang,Moi 100%,CellphoneS,6/11/2026
PROD_CEL_100775,Dien thoai Xiaomi Redmi Note 13 6GB/128GB - Moi 100%,Xiaomi,Redmi Note 13,6GB,128GB,37330000,37330000,Het hang,Moi 100%,CellphoneS,6/11/2026
PROD_CEL_100776,Dien thoai Realme Realme C65 16GB/256GB - Moi 100%,Realme,Realme C65,16GB,256GB,30780000,29780000,Con hang,Moi 100%,CellphoneS,6/11/2026
PROD_CEL_100779,Dien thoai Apple iPhone 14 Pro 16GB/256GB - Moi 100%,Apple,iPhone 14 Pro,16GB,256GB,32800000,30800000,Con hang,Moi 100%,CellphoneS,6/11/2026
PROD_CEL_100780,Dien thoai Samsung Galaxy S24 Ultra 6GB/64GB - Moi 100%,Samsung,Galaxy S24 Ultra,6GB,64GB,34020000,32020000,Con hang,Moi 100%,CellphoneS,6/11/2026
PROD_CEL_100781,Dien thoai Samsung Galaxy Z Fold6 8GB/512GB - Moi 100%,Samsung,Galaxy Z Fold6,8GB,512GB,39280000,38280000,Het hang,Moi 100%,CellphoneS,6/11/2026
PROD_CEL_100782,Dien thoai Xiaomi Poco X6 Pro 12GB/128GB - Moi 100%,Xiaomi,Poco X6 Pro,12GB,128GB,43740000,42740000,Het hang,Moi 100%,CellphoneS,6/11/2026
PROD_CEL_100784,Dien thoai Oppo A78 12GB/1TB - Moi 100%,Oppo,A78,12GB,1TB,34810000,34810000,Con hang,Moi 100%,CellphoneS,6/11/2026
PROD_CEL_100787,Dien thoai Realme Realme 12 Rest 4GB/128GB - Moi 100%,Realme,Realme 12 Rest,4GB,128GB,37690000,36690000,Het hang,Moi 100%,CellphoneS,6/11/2026
PROD_CEL_100788,Dien thoai Vivo X100 Pro 6GB/64GB - Moi 100%,Vivo,X100 Pro,6GB,64GB,39460000,38960000,Con hang,Moi 100%,CellphoneS,6/11/2026
PROD_CEL_100789,Dien thoai Xiaomi Redmi Note 13 8GB/128GB - Moi 100%,Xiaomi,Redmi Note 13,8GB,128GB,40690000,40690000,Con hang,Moi 100%,CellphoneS,6/11/2026
PROD_CEL_100790,Dien thoai Samsung Galaxy Z Fold6 12GB/1TB - Moi 100%,Samsung,Galaxy Z Fold6,12GB,1TB,33910000,32910000,Con hang,Moi 100%,CellphoneS,6/11/2026
PROD_CEL_100791,Dien thoai Apple iPhone 15 Pro Max 12GB/256GB - Moi 100%,Apple,iPhone 15 Pro Max,12GB,256GB,35900000,35400000,Con hang,Moi 100%,CellphoneS,6/11/2026
PROD_CEL_100795,Dien thoai Vivo V30 5G 12GB/256GB - Moi 100%,Vivo,V30 5G,12GB,256GB,41310000,40310000,Con hang,Moi 100%,CellphoneS,6/11/2026
PROD_CEL_100797,Dien thoai Xiaomi Poco X6 Pro 6GB/128GB - Moi 100%,Xiaomi,Poco X6 Pro,6GB,128GB,43170000,42670000,Con hang,Moi 100%,CellphoneS,6/11/2026
PROD_CEL_100798,Dien thoai Realme Realme 12 Rest 16GB/128GB - Moi 100%,Realme,Realme 12 Rest,16GB,128GB,44760000,44760000,Con hang,Moi 100%,CellphoneS,6/11/2026
PROD_CEL_100799,Dien thoai Samsung Galaxy Z Fold6 12GB/256GB - Da kich hoat,Samsung,Galaxy Z Fold6,12GB,256GB,43190000,42190000,Con hang,Da kich hoat,CellphoneS,6/11/2026
PROD_CEL_100802,Dien thoai Samsung Galaxy S24 Ultra 12GB/256GB - Da kich hoat,Samsung,Galaxy S24 Ultra,12GB,256GB,37180000,36680000,Con hang,Da kich hoat,CellphoneS,6/11/2026
PROD_CEL_100803,Dien thoai Xiaomi Poco X6 Pro 12GB/1TB - Moi 100%,Xiaomi,Poco X6 Pro,12GB,1TB,35790000,34790000,Con hang,Moi 100%,CellphoneS,6/11/2026
PROD_CEL_100804,Dien thoai Xiaomi Poco X6 Pro 16GB/64GB - Moi 100%,Xiaomi,Poco X6 Pro,16GB,64GB,31630000,31630000,Con hang,Moi 100%,CellphoneS,6/11/2026
PROD_CEL_100805,Dien thoai Vivo X100 Pro 4GB/512GB - Moi 100%,Vivo,X100 Pro,4GB,512GB,35890000,35390000,Con hang,Moi 100%,CellphoneS,6/11/2026
PROD_CEL_100808,Dien thoai Samsung Galaxy S24 Ultra 12GB/1TB - Moi 100%,Samsung,Galaxy S24 Ultra,12GB,1TB,30410000,29410000,Con hang,Moi 100%,CellphoneS,6/11/2026
PROD_CEL_100813,Dien thoai Vivo V30 5G 12GB/256GB - Moi 100%,Vivo,V30 5G,12GB,256GB,34000000,34000000,Con hang,Moi 100%,CellphoneS,6/11/2026
PROD_CEL_100814,Dien thoai Xiaomi Poco X6 Pro 12GB/128GB - Moi 100%,Xiaomi,Poco X6 Pro,12GB,128GB,30420000,29920000,Con hang,Moi 100%,CellphoneS,6/11/2026
PROD_CEL_100815,Dien thoai Oppo Reno11 F 16GB/64GB - Moi 100%,Oppo,Reno11 F,16GB,64GB,33880000,33380000,Con hang,Moi 100%,CellphoneS,6/11/2026
PROD_CEL_100817,Dien thoai Realme Realme Note 50 16GB/256GB - Moi 100%,Realme,Realme Note 50,16GB,256GB,37480000,36980000,Con hang,Moi 100%,CellphoneS,6/11/2026
PROD_CEL_100819,Dien thoai Oppo Reno11 F 12GB/1TB - Moi 100%,Oppo,Reno11 F,12GB,1TB,36660000,36660000,Con hang,Moi 100%,CellphoneS,6/11/2026
PROD_CEL_100821,Dien thoai Apple iPhone 15 Pro Max 16GB/1TB - Moi 100%,Apple,iPhone 15 Pro Max,16GB,1TB,33710000,33210000,Het hang,Moi 100%,CellphoneS,6/11/2026
PROD_CEL_100825,Dien thoai Samsung Galaxy A55 6GB/1TB - Moi 100%,Samsung,Galaxy A55,6GB,1TB,38640000,38140000,Con hang,Moi 100%,CellphoneS,6/11/2026
PROD_CEL_100827,Dien thoai Oppo Find N3 Flip 4GB/1TB - Moi 100%,Oppo,Find N3 Flip,4GB,1TB,33800000,33300000,Con hang,Moi 100%,CellphoneS,6/11/2026
PROD_CEL_100830,Dien thoai Vivo X100 Pro 16GB/256GB - Moi 100%,Vivo,X100 Pro,16GB,256GB,43950000,43450000,Con hang,Moi 100%,CellphoneS,6/11/2026
PROD_CEL_100831,Dien thoai Samsung Galaxy A55 6GB/256GB - Moi 100%,Samsung,Galaxy A55,6GB,256GB,33340000,32840000,Con hang,Moi 100%,CellphoneS,6/11/2026
PROD_CEL_100833,Dien thoai Xiaomi Poco X6 Pro 8GB/1TB - Moi 100%,Xiaomi,Poco X6 Pro,8GB,1TB,33390000,32390000,Con hang,Moi 100%,CellphoneS,6/11/2026
PROD_CEL_100834,Dien thoai Xiaomi Xiaomi 14 6GB/256GB - Moi 100%,Xiaomi,Xiaomi 14,6GB,256GB,39750000,38750000,Con hang,Moi 100%,CellphoneS,6/11/2026
PROD_CEL_100837,Dien thoai Vivo X100 Pro 16GB/512GB - Moi 100%,Vivo,X100 Pro,16GB,512GB,36470000,35470000,Con hang,Moi 100%,CellphoneS,6/11/2026
PROD_CEL_100838,Dien thoai Xiaomi Redmi Note 13 4GB/1TB - Moi 100%,Xiaomi,Redmi Note 13,4GB,1TB,40720000,38720000,Het hang,Moi 100%,CellphoneS,6/11/2026
PROD_CEL_100839,Dien thoai Apple iPhone 13 4GB/64GB - Moi 100%,Apple,iPhone 13,4GB,64GB,38870000,37870000,Con hang,Moi 100%,CellphoneS,6/11/2026
PROD_CEL_100842,Dien thoai Oppo A78 12GB/64GB - Moi 100%,Oppo,A78,12GB,64GB,31420000,29420000,Con hang,Moi 100%,CellphoneS,6/11/2026
PROD_CEL_100843,Dien thoai Realme Realme C65 6GB/512GB - Moi 100%,Realme,Realme C65,6GB,512GB,44000000,44000000,Het hang,Moi 100%,CellphoneS,6/11/2026
PROD_CEL_100845,Dien thoai Vivo V30 5G 12GB/64GB - Moi 100%,Vivo,V30 5G,12GB,64GB,43670000,41670000,Con hang,Moi 100%,CellphoneS,6/11/2026
PROD_CEL_100848,Dien thoai Samsung Galaxy A55 6GB/512GB - Moi 100%,Samsung,Galaxy A55,6GB,512GB,43690000,42690000,Con hang,Moi 100%,CellphoneS,6/11/2026
PROD_CEL_100850,Dien thoai Apple iPhone 14 Pro 8GB/512GB - Da kich hoat,Apple,iPhone 14 Pro,8GB,512GB,37280000,36780000,Con hang,Da kich hoat,CellphoneS,6/11/2026
PROD_CEL_100851,Dien thoai Apple iPhone 15 Pro Max 4GB/512GB - Moi 100%,Apple,iPhone 15 Pro Max,4GB,512GB,41680000,41180000,Het hang,Moi 100%,CellphoneS,6/11/2026
PROD_CEL_100852,Dien thoai Xiaomi Poco X6 Pro 4GB/1TB - Moi 100%,Xiaomi,Poco X6 Pro,4GB,1TB,40230000,39230000,Con hang,Moi 100%,CellphoneS,6/11/2026
PROD_CEL_100865,Dien thoai Realme Realme C65 6GB/128GB - Da kich hoat,Realme,Realme C65,6GB,128GB,30040000,29540000,Het hang,Da kich hoat,CellphoneS,6/11/2026
PROD_CEL_100869,Dien thoai Apple iPhone 13 12GB/256GB - Moi 100%,Apple,iPhone 13,12GB,256GB,36280000,35280000,Con hang,Moi 100%,CellphoneS,6/11/2026
PROD_CEL_100871,Dien thoai Oppo Find N3 Flip 4GB/64GB - Moi 100%,Oppo,Find N3 Flip,4GB,64GB,40810000,40810000,Con hang,Moi 100%,CellphoneS,6/11/2026
PROD_CEL_100873,Dien thoai Realme Realme C65 12GB/256GB - Moi 100%,Realme,Realme C65,12GB,256GB,35550000,34550000,Het hang,Moi 100%,CellphoneS,6/11/2026
PROD_CEL_100874,Dien thoai Vivo V30 5G 8GB/512GB - Moi 100%,Vivo,V30 5G,8GB,512GB,44090000,44090000,Con hang,Moi 100%,CellphoneS,6/11/2026
PROD_CEL_100876,Dien thoai Vivo V30 5G 16GB/128GB - Moi 100%,Vivo,V30 5G,16GB,128GB,41930000,41430000,Con hang,Moi 100%,CellphoneS,6/11/2026
PROD_CEL_100877,Dien thoai Xiaomi Xiaomi 14 6GB/256GB - Moi 100%,Xiaomi,Xiaomi 14,6GB,256GB,35800000,34800000,Het hang,Moi 100%,CellphoneS,6/11/2026
PROD_CEL_100879,Dien thoai Realme Realme 12 Rest 12GB/64GB - Moi 100%,Realme,Realme 12 Rest,12GB,64GB,41750000,40750000,Het hang,Moi 100%,CellphoneS,6/11/2026
PROD_CEL_100884,Dien thoai Apple iPhone 13 8GB/512GB - Moi 100%,Apple,iPhone 13,8GB,512GB,31210000,30210000,Con hang,Moi 100%,CellphoneS,6/11/2026
PROD_CEL_100885,Dien thoai Samsung Galaxy Z Fold6 12GB/512GB - Moi 100%,Samsung,Galaxy Z Fold6,12GB,512GB,43380000,42380000,Con hang,Moi 100%,CellphoneS,6/11/2026
PROD_CEL_100886,Dien thoai Oppo Reno11 F 12GB/256GB - Moi 100%,Oppo,Reno11 F,12GB,256GB,37010000,36010000,Con hang,Moi 100%,CellphoneS,6/11/2026
PROD_CEL_100887,Dien thoai Vivo X100 Pro 12GB/64GB - Moi 100%,Vivo,X100 Pro,12GB,64GB,37580000,37580000,Con hang,Moi 100%,CellphoneS,6/11/2026
PROD_CEL_100888,Dien thoai Apple iPhone 13 8GB/256GB - Moi 100%,Apple,iPhone 13,8GB,256GB,38510000,38010000,Con hang,Moi 100%,CellphoneS,6/11/2026
PROD_CEL_100889,Dien thoai Samsung Galaxy A55 8GB/64GB - Moi 100%,Samsung,Galaxy A55,8GB,64GB,37890000,37390000,Con hang,Moi 100%,CellphoneS,6/11/2026
PROD_CEL_100892,Dien thoai Samsung Galaxy Z Fold6 16GB/512GB - Moi 100%,Samsung,Galaxy Z Fold6,16GB,512GB,37540000,37040000,Con hang,Moi 100%,CellphoneS,6/11/2026
PROD_CEL_100893,Dien thoai Realme Realme Note 50 16GB/1TB - Moi 100%,Realme,Realme Note 50,16GB,1TB,35120000,35120000,Con hang,Moi 100%,CellphoneS,6/11/2026
PROD_CEL_100899,Dien thoai Vivo V30 5G 6GB/256GB - Moi 100%,Vivo,V30 5G,6GB,256GB,35840000,35840000,Het hang,Moi 100%,CellphoneS,6/11/2026
PROD_CEL_100902,Dien thoai Samsung Galaxy A55 6GB/256GB - Moi 100%,Samsung,Galaxy A55,6GB,256GB,39390000,39390000,Con hang,Moi 100%,CellphoneS,6/11/2026
PROD_CEL_100904,Dien thoai Realme Realme C65 16GB/128GB - Moi 100%,Realme,Realme C65,16GB,128GB,40860000,38860000,Con hang,Moi 100%,CellphoneS,6/11/2026
PROD_CEL_100905,Dien thoai Xiaomi Redmi Note 13 6GB/64GB - Moi 100%,Xiaomi,Redmi Note 13,6GB,64GB,30010000,29510000,Con hang,Moi 100%,CellphoneS,6/11/2026
PROD_CEL_100911,Dien thoai Xiaomi Poco X6 Pro 8GB/256GB - Da kich hoat,Xiaomi,Poco X6 Pro,8GB,256GB,34130000,33130000,Con hang,Da kich hoat,CellphoneS,6/11/2026
PROD_CEL_100913,Dien thoai Vivo Y100 6GB/256GB - Moi 100%,Vivo,Y100,6GB,256GB,38820000,38820000,Con hang,Moi 100%,CellphoneS,6/11/2026
PROD_CEL_100914,Dien thoai Oppo A78 4GB/128GB - Moi 100%,Oppo,A78,4GB,128GB,40000000,39000000,Con hang,Moi 100%,CellphoneS,6/11/2026
PROD_CEL_100919,Dien thoai Samsung Galaxy A55 12GB/1TB - Moi 100%,Samsung,Galaxy A55,12GB,1TB,41410000,40410000,Con hang,Moi 100%,CellphoneS,6/11/2026
PROD_CEL_100920,Dien thoai Apple iPhone 13 4GB/64GB - Moi 100%,Apple,iPhone 13,4GB,64GB,31270000,30270000,Con hang,Moi 100%,CellphoneS,6/11/2026
PROD_CEL_100921,Dien thoai Samsung Galaxy Z Fold6 4GB/128GB - Moi 100%,Samsung,Galaxy Z Fold6,4GB,128GB,35700000,35700000,Het hang,Moi 100%,CellphoneS,6/11/2026
PROD_CEL_100922,Dien thoai Xiaomi Redmi Note 13 12GB/1TB - Moi 100%,Xiaomi,Redmi Note 13,12GB,1TB,42270000,42270000,Con hang,Moi 100%,CellphoneS,6/11/2026
PROD_CEL_100923,Dien thoai Vivo Y100 12GB/256GB - Moi 100%,Vivo,Y100,12GB,256GB,42210000,41710000,Con hang,Moi 100%,CellphoneS,6/11/2026
PROD_CEL_100925,Dien thoai Realme Realme Note 50 12GB/256GB - Moi 100%,Realme,Realme Note 50,12GB,256GB,41360000,41360000,Con hang,Moi 100%,CellphoneS,6/11/2026
PROD_CEL_100927,Dien thoai Samsung Galaxy A55 12GB/1TB - Moi 100%,Samsung,Galaxy A55,12GB,1TB,33410000,31410000,Con hang,Moi 100%,CellphoneS,6/11/2026
