product_id,product_name,brand,model_series,ram_capacity,rom_capacity,original_price,sale_price,stock_status,product_status,source_site,crawl_date
PROD_TGD_100322,Dien thoai Samsung Galaxy S24 Ultra 8GB/128GB - Moi 100%,Samsung,Galaxy S24 Ultra,8GB,128GB,31540000.0,31540000.0,Con hang,Moi 100%,TGDD,2026-06-11
PROD_CEL_100323,Dien thoai Apple iPhone 15 Pro Max 4GB/256GB - Moi 100%,Apple,iPhone 15 Pro Max,4GB,256GB,36900000.0,35900000.0,Con hang,Moi 100%,CellphoneS,2026-06-11
PROD_TGD_100324,Dien thoai Oppo Find N3 Flip 12GB/512GB - Moi 100%,Oppo,Find N3 Flip,12GB,512GB,40880000.0,40880000.0,Con hang,Moi 100%,TGDD,2026-06-11
PROD_CEL_100325,Dien thoai Samsung Galaxy S24 Ultra 12GB/64GB - Da kich hoat,Samsung,Galaxy S24 Ultra,12GB,64GB,41650000.0,39650000.0,Con hang,Da kich hoat,CellphoneS,2026-06-11
PROD_TGD_100326,Dien thoai Vivo Y100 12GB/64GB - Moi 100%,Vivo,Y100,12GB,64GB,40720000.0,40720000.0,Con hang,Moi 100%,TGDD,2026-06-11
PROD_CEL_100327,Dien thoai Oppo A78 12GB/128GB - Hang trung bay,Oppo,A78,12GB,128GB,41220000.0,40220000.0,Con hang,Hang trung bay,CellphoneS,2026-06-11
PROD_TGD_100328,Dien thoai Oppo Reno11 F 12GB/64GB - Moi 100%,Oppo,Reno11 F,12GB,64GB,40470000.0,40470000.0,Con hang,Moi 100%,TGDD,2026-06-11
PROD_CEL_100329,Dien thoai Samsung Galaxy A55 16GB/128GB - Moi 100%,Samsung,Galaxy A55,16GB,128GB,38410000.0,37910000.0,Con hang,Moi 100%,CellphoneS,2026-06-11
PROD_TGD_100330,Dien thoai Xiaomi Poco X6 Pro 4GB/256GB - Moi 100%,xiaomi,Poco X6 Pro,4GB,256GB,36030000.0,34030000.0,Con hang,Moi 100%,TGDD,2026-06-11
PROD_CEL_100331,Dien thoai Vivo X100 Pro 4GB/64GB - Moi 100%,Vivo,X100 Pro,4GB,64GB,42820000.0,40820000.0,Con hang,Moi 100%,CellphoneS,2026-06-11
PROD_TGD_100332,Dien thoai Oppo Reno11 F 8GB/512GB - Moi 100%,Oppo,Reno11 F,8GB,512GB,33320000.0,32820000.0,Con hang,Moi 100%,TGDD,2026-06-11
PROD_CEL_100333,Dien thoai Xiaomi Redmi Note 13 16GB/64GB - Moi 100%,Xiaomi,Redmi Note 13,16GB,64GB,43310000.0,43310000.0,Con hang,Moi 100%,CellphoneS,2026-06-11
PROD_CEL_100334,Dien thoai Oppo Find N3 Flip 12GB/256GB - Moi 100%,Oppo,Find N3 Flip,12GB,256GB,36650000.0,35650000.0,Con hang,Moi 100%,CellphoneS,2026-06-11
PROD_TGD_100335,Dien thoai Apple iPhone 13 12GB/1TB - Moi 100%,Apple,iPhone 13,12GB,1TB,34140000.0,34140000.0,Con hang,Moi 100%,TGDD,2026-06-11
PROD_TGD_100336,Dien thoai Xiaomi Redmi Note 13 8GB/256GB - Moi 100%,Xiaomi,Redmi Note 13,8GB,256GB,31710000.0,30710000.0,Con hang,Moi 100%,TGDD,2026-06-11
PROD_CEL_100337,Dien thoai Samsung Galaxy Z Fold6 4GB/128GB - Moi 100%,Samsung,Galaxy Z Fold6,4GB,128GB,43820000.0,42820000.0,Con hang,Moi 100%,CellphoneS,2026-06-11
PROD_CEL_100338,Dien thoai Xiaomi Xiaomi 14 4GB/64GB - Moi 100%,Xiaomi,Xiaomi 14,4GB,64GB,33520000.0,32520000.0,Con hang,Moi 100%,CellphoneS,2026-06-11
PROD_CEL_100339,Dien thoai Xiaomi Xiaomi 14 16GB/256GB - Moi 100%,Xiaomi,Xiaomi 14,16GB,256GB,44390000.0,42390000.0,Con hang,Moi 100%,CellphoneS,2026-06-11
PROD_TGD_100340,Dien thoai Apple iPhone 15 Pro Max 16GB/64GB - Moi 100%,Apple,iPhone 15 Pro Max,16GB,64GB,37530000.0,35530000.0,Con hang,Moi 100%,TGDD,2026-06-11
PROD_CEL_100341,Dien thoai Xiaomi Xiaomi 14 4GB/1TB - Moi 100%,Xiaomi,Xiaomi 14,4GB,1TB,30830000.0,28830000.0,Con hang,Moi 100%,CellphoneS,2026-06-11
PROD_CEL_100342,Dien thoai Oppo A78 6GB/64GB - Moi 100%,Oppo,A78,6GB,64GB,35840000.0,34840000.0,Con hang,Moi 100%,CellphoneS,2026-06-11
PROD_TGD_100343,Dien thoai Vivo X100 Pro 12GB/1TB - Moi 100%,Vivo,X100 Pro,12GB,1TB,36560000.0,35560000.0,Con hang,Moi 100%,TGDD,2026-06-11
PROD_CEL_100344,Dien thoai Realme Realme Note 50 12GB/64GB - Moi 100%,Realme,Realme Note 50,12GB,64GB,30840000.0,30840000.0,Con hang,Moi 100%,CellphoneS,2026-06-11
PROD_TGD_100345,Dien thoai Oppo Reno11 F 4GB/64GB - Moi 100%,oppo,Reno11 F,4GB,64GB,41550000.0,39550000.0,Con hang,Moi 100%,TGDD,2026-06-11
PROD_CEL_100346,Dien thoai Realme Realme C65 8GB/1TB - Moi 100%,Realme,Realme C65,8GB,1TB,37980000.0,35980000.0,Con hang,Moi 100%,CellphoneS,2026-06-11
PROD_TGD_100347,Dien thoai Apple iPhone 14 Pro 8GB/256GB - Moi 100%,Apple,iPhone 14 Pro,8GB,256GB,43900000.0,41900000.0,Con hang,Moi 100%,TGDD,2026-06-11
PROD_CEL_100348,Dien thoai Oppo Find N3 Flip 12GB/256GB - Da kich hoat,Oppo,Find N3 Flip,12GB,256GB,41810000.0,40810000.0,Con hang,Da kich hoat,CellphoneS,2026-06-11
PROD_TGD_100349,Dien thoai Vivo X100 Pro 4GB/512GB - Moi 100%,Vivo,X100 Pro,4GB,512GB,37850000.0,37850000.0,Con hang,Moi 100%,TGDD,2026-06-11
PROD_CEL_100350,Dien thoai Realme Realme C65 6GB/64GB - Moi 100%,Realme,Realme C65,6GB,64GB,44800000.0,44300000.0,Het hang,Moi 100%,CellphoneS,2026-06-11
PROD_CEL_100351,Dien thoai Apple iPhone 13 4GB/1TB - Moi 100%,Apple,iPhone 13,4GB,1TB,34330000.0,32330000.0,Con hang,Moi 100%,CellphoneS,2026-06-11
PROD_TGD_100352,Dien thoai Realme Realme 12 Rest 4GB/64GB - Moi 100%,Realme,Realme 12 Rest,4GB,64GB,41140000.0,39140000.0,Con hang,Moi 100%,TGDD,2026-06-11
PROD_CEL_100353,Dien thoai Oppo Reno11 F 4GB/64GB - Moi 100%,Oppo,Reno11 F,4GB,64GB,35080000.0,34080000.0,Con hang,Moi 100%,CellphoneS,2026-06-11
PROD_CEL_100354,Dien thoai Xiaomi Xiaomi 14 12GB/256GB - Moi 100%,Xiaomi,Xiaomi 14,12GB,256GB,32230000.0,31230000.0,Con hang,Moi 100%,CellphoneS,2026-06-11
PROD_CEL_100355,Dien thoai Oppo Reno11 F 4GB/128GB - Moi 100%,Oppo,Reno11 F,4GB,128GB,36400000.0,35400000.0,Con hang,Moi 100%,CellphoneS,2026-06-11
PROD_TGD_100356,Dien thoai Vivo V30 5G 4GB/128GB - Moi 100%,Vivo,V30 5G,4GB,128GB,41090000.0,41090000.0,Con hang,Moi 100%,TGDD,2026-06-11
PROD_TGD_100357,Dien thoai Samsung Galaxy Z Fold6 8GB/1TB - Moi 100%,Samsung,Galaxy Z Fold6,8GB,1TB,34830000.0,32830000.0,Con hang,Moi 100%,TGDD,2026-06-11
PROD_TGD_100358,Dien thoai Realme Realme C65 12GB/1TB - Moi 100%,Realme,Realme C65,12GB,1TB,43590000.0,43090000.0,Con hang,Moi 100%,TGDD,2026-06-11
PROD_CEL_100359,Dien thoai Oppo A78 4GB/512GB - Moi 100%,Oppo,A78,4GB,512GB,30940000.0,29940000.0,Con hang,Moi 100%,CellphoneS,2026-06-11
PROD_CEL_100360,Dien thoai Vivo X100 Pro 16GB/128GB - Da kich hoat,vivo,X100 Pro,16GB,128GB,41390000.0,,Con hang,Da kich hoat,CellphoneS,2026-06-11
PROD_TGD_100361,Dien thoai Vivo X100 Pro 6GB/64GB - Moi 100%,Vivo,X100 Pro,6GB,64GB,39820000.0,37820000.0,Het hang,Moi 100%,TGDD,2026-06-11
PROD_TGD_100362,Dien thoai Xiaomi Redmi Note 13 16GB/256GB - Moi 100%,Xiaomi,Redmi Note 13,16GB,256GB,33620000.0,32620000.0,Con hang,Moi 100%,TGDD,2026-06-11
PROD_TGD_100363,Dien thoai Realme Realme Note 50 6GB/512GB - Moi 100%,Realme,Realme Note 50,6GB,512GB,34590000.0,34590000.0,Con hang,Moi 100%,TGDD,2026-06-11
PROD_TGD_100364,Dien thoai Xiaomi Xiaomi 14 6GB/512GB - Moi 100%,Xiaomi,Xiaomi 14,6GB,512GB,44700000.0,44200000.0,Con hang,Moi 100%,TGDD,2026-06-11
PROD_TGD_100365,Dien thoai Xiaomi Xiaomi 14 8GB/1TB - Moi 100%,Xiaomi,Xiaomi 14,8GB,1TB,31090000.0,31090000.0,Con hang,Moi 100%,TGDD,2026-06-11
PROD_TGD_100366,Dien thoai Xiaomi Poco X6 Pro 8GB/128GB - Moi 100%,Xiaomi,Poco X6 Pro,8GB,128GB,36010000.0,35010000.0,Het hang,Moi 100%,TGDD,2026-06-11
PROD_TGD_100367,Dien thoai Xiaomi Poco X6 Pro 4GB/128GB - Moi 100%,Xiaomi,Poco X6 Pro,4GB,128GB,41360000.0,40360000.0,Con hang,Moi 100%,TGDD,2026-06-11
PROD_CEL_100368,Dien thoai Vivo Y100 16GB/64GB - Moi 100%,Vivo,Y100,16GB,64GB,30930000.0,29930000.0,Con hang,Moi 100%,CellphoneS,2026-06-11
PROD_TGD_100369,Dien thoai Xiaomi Xiaomi 14 12GB/64GB - Moi 100%,Xiaomi,Xiaomi 14,12GB,64GB,30360000.0,29860000.0,Con hang,Moi 100%,TGDD,2026-06-11
PROD_TGD_100370,Dien thoai Oppo Find N3 Flip 4GB/64GB - Moi 100%,Oppo,Find N3 Flip,4GB,64GB,34200000.0,33200000.0,Het hang,Moi 100%,TGDD,2026-06-11
PROD_TGD_100371,Dien thoai Apple iPhone 14 Pro 4GB/1TB - Moi 100%,Apple,iPhone 14 Pro,4GB,1TB,43360000.0,42360000.0,Con hang,Moi 100%,TGDD,2026-06-11
PROD_TGD_100372,Dien thoai Samsung Galaxy A55 16GB/64GB - Moi 100%,Samsung,Galaxy A55,16GB,64GB,41530000.0,40530000.0,Het hang,Moi 100%,TGDD,2026-06-11
PROD_CEL_100373,Dien thoai Samsung Galaxy Z Fold6 6GB/256GB - Moi 100%,Samsung,Galaxy Z Fold6,6GB,256GB,31280000.0,29280000.0,Con hang,Moi 100%,CellphoneS,2026-06-11
PROD_TGD_100374,Dien thoai Samsung Galaxy A55 4GB/512GB - Moi 100%,Samsung,Galaxy A55,4GB,512GB,31510000.0,30510000.0,Con hang,Moi 100%,TGDD,2026-06-11
PROD_CEL_100375,Dien thoai Vivo Y100 12GB/128GB - Moi 100%,vivo,Y100,12GB,128GB,42340000.0,41840000.0,Con hang,Moi 100%,CellphoneS,2026-06-11
PROD_CEL_100376,Dien thoai Apple iPhone 14 Pro 12GB/512GB - Moi 100%,Apple,iPhone 14 Pro,12GB,512GB,36740000.0,35740000.0,Het hang,Moi 100%,CellphoneS,2026-06-11
PROD_CEL_100377,Dien thoai Oppo Reno11 F 16GB/512GB - Moi 100%,Oppo,Reno11 F,16GB,512GB,41250000.0,40750000.0,Con hang,Moi 100%,CellphoneS,2026-06-11
PROD_TGD_100378,Dien thoai Apple iPhone 14 Pro 6GB/128GB - Moi 100%,Apple,iPhone 14 Pro,6GB,128GB,36180000.0,35180000.0,Con hang,Moi 100%,TGDD,2026-06-11
PROD_CEL_100379,Dien thoai Apple iPhone 13 8GB/128GB - Moi 100%,Apple,iPhone 13,8GB,128GB,30470000.0,30470000.0,Con hang,Moi 100%,CellphoneS,2026-06-11
PROD_CEL_100380,Dien thoai Oppo Find N3 Flip 6GB/64GB - Moi 100%,Oppo,Find N3 Flip,6GB,64GB,31200000.0,29200000.0,Con hang,Moi 100%,CellphoneS,2026-06-11
PROD_CEL_100381,Dien thoai Apple iPhone 14 Pro 4GB/256GB - Moi 100%,Apple,iPhone 14 Pro,4GB,256GB,40050000.0,39050000.0,Con hang,Moi 100%,CellphoneS,2026-06-11
PROD_TGD_100382,Dien thoai Realme Realme 12 Rest 8GB/512GB - Moi 100%,Realme,Realme 12 Rest,8GB,512GB,36480000.0,36480000.0,Het hang,Moi 100%,TGDD,2026-06-11
PROD_CEL_100383,Dien thoai Realme Realme 12 Rest 6GB/64GB - Moi 100%,Realme,Realme 12 Rest,6GB,64GB,40630000.0,38630000.0,Con hang,Moi 100%,CellphoneS,2026-06-11
PROD_CEL_100384,Dien thoai Realme Realme Note 50 12GB/512GB - Moi 100%,Realme,Realme Note 50,12GB,512GB,35820000.0,35320000.0,Con hang,Moi 100%,CellphoneS,2026-06-11
PROD_CEL_100385,Dien thoai Samsung Galaxy S24 Ultra 8GB/128GB - Moi 100%,Samsung,Galaxy S24 Ultra,8GB,128GB,43130000.0,41130000.0,Con hang,Moi 100%,CellphoneS,2026-06-11
PROD_CEL_100386,Dien thoai Samsung Galaxy Z Fold6 16GB/1TB - Moi 100%,Samsung,Galaxy Z Fold6,16GB,1TB,34810000.0,34810000.0,Con hang,Moi 100%,CellphoneS,2026-06-11
PROD_TGD_100387,Dien thoai Realme Realme C65 4GB/1TB - Moi 100%,Realme,Realme C65,4GB,1TB,42050000.0,42050000.0,Con hang,Moi 100%,TGDD,2026-06-11
PROD_TGD_100388,Dien thoai Realme Realme C65 6GB/256GB - Moi 100%,Realme,Realme C65,6GB,256GB,35810000.0,35810000.0,Con hang,Moi 100%,TGDD,2026-06-11
PROD_CEL_100389,Dien thoai Oppo A78 4GB/64GB - Moi 100%,Oppo,A78,4GB,64GB,37150000.0,36150000.0,Con hang,Moi 100%,CellphoneS,2026-06-11
PROD_TGD_100390,Dien thoai Apple iPhone 15 Pro Max 16GB/64GB - Moi 100%,apple,iPhone 15 Pro Max,16GB,64GB,30350000.0,29350000.0,Het hang,Moi 100%,TGDD,2026-06-11
PROD_CEL_100391,Dien thoai Samsung Galaxy A55 6GB/64GB - Moi 100%,Samsung,Galaxy A55,6GB,64GB,41830000.0,41830000.0,Con hang,Moi 100%,CellphoneS,2026-06-11
PROD_TGD_100392,Dien thoai Realme Realme 12 Rest 16GB/512GB - Moi 100%,Realme,Realme 12 Rest,16GB,512GB,31810000.0,31810000.0,Con hang,Moi 100%,TGDD,2026-06-11
PROD_CEL_100393,Dien thoai Oppo A78 6GB/1TB - Moi 100%,Oppo,A78,6GB,1TB,30440000.0,29440000.0,Het hang,Moi 100%,CellphoneS,2026-06-11
PROD_TGD_100394,Dien thoai Xiaomi Xiaomi 14 12GB/64GB - Moi 100%,Xiaomi,Xiaomi 14,12GB,64GB,37470000.0,37470000.0,Con hang,Moi 100%,TGDD,2026-06-11
PROD_TGD_100395,Dien thoai Samsung Galaxy Z Fold6 6GB/64GB - Moi 100%,Samsung,Galaxy Z Fold6,6GB,64GB,41700000.0,41200000.0,Het hang,Moi 100%,TGDD,2026-06-11
PROD_CEL_100396,Dien thoai Samsung Galaxy A55 8GB/64GB - Moi 100%,Samsung,Galaxy A55,8GB,64GB,33530000.0,33530000.0,Con hang,Moi 100%,CellphoneS,2026-06-11
PROD_CEL_100397,Dien thoai Realme Realme 12 Rest 4GB/64GB - Moi 100%,Realme,Realme 12 Rest,4GB,64GB,30690000.0,29690000.0,Con hang,Moi 100%,CellphoneS,2026-06-11
PROD_CEL_100398,Dien thoai Apple iPhone 15 Pro Max 8GB/256GB - Moi 100%,Apple,iPhone 15 Pro Max,8GB,256GB,40470000.0,38470000.0,Con hang,Moi 100%,CellphoneS,2026-06-11
PROD_CEL_100399,Dien thoai Xiaomi Poco X6 Pro 6GB/64GB - Moi 100%,Xiaomi,Poco X6 Pro,6GB,64GB,41450000.0,40950000.0,Het hang,Moi 100%,CellphoneS,2026-06-11
PROD_CEL_100400,Dien thoai Apple iPhone 14 Pro 6GB/128GB - Moi 100%,Apple,iPhone 14 Pro,6GB,128GB,,31500000.0,Con hang,Moi 100%,CellphoneS,2026-06-11
PROD_CEL_100401,Dien thoai Apple iPhone 15 Pro Max 8GB/512GB - Moi 100%,Apple,iPhone 15 Pro Max,8GB,512GB,30130000.0,30130000.0,Con hang,Moi 100%,CellphoneS,2026-06-11
PROD_TGD_100402,Dien thoai Vivo V30 5G 16GB/512GB - Da kich hoat,Vivo,V30 5G,16GB,512GB,31500000.0,31500000.0,Het hang,Da kich hoat,TGDD,2026-06-11
PROD_TGD_100403,Dien thoai Oppo Reno11 F 12GB/256GB - Moi 100%,Oppo,Reno11 F,12GB,256GB,34580000.0,32580000.0,Con hang,Moi 100%,TGDD,2026-06-11
PROD_CEL_100404,Dien thoai Samsung Galaxy A55 12GB/64GB - Moi 100%,Samsung,Galaxy A55,12GB,64GB,40800000.0,39800000.0,Con hang,Moi 100%,CellphoneS,2026-06-11
PROD_CEL_100405,Dien thoai Xiaomi Redmi Note 13 16GB/1TB - Moi 100%,xiaomi,Redmi Note 13,16GB,1TB,38550000.0,,Con hang,Moi 100%,CellphoneS,2026-06-11
PROD_TGD_100406,Dien thoai Samsung Galaxy A55 16GB/256GB - Moi 100%,Samsung,Galaxy A55,16GB,256GB,42770000.0,40770000.0,Con hang,Moi 100%,TGDD,2026-06-11
PROD_TGD_100407,Dien thoai Samsung Galaxy Z Fold6 16GB/64GB - Da kich hoat,Samsung,Galaxy Z Fold6,16GB,64GB,34570000.0,34570000.0,Con hang,Da kich hoat,TGDD,2026-06-11
PROD_CEL_100408,Dien thoai Realme Realme Note 50 16GB/1TB - Da kich hoat,Realme,Realme Note 50,16GB,1TB,40520000.0,39520000.0,Con hang,Da kich hoat,CellphoneS,2026-06-11
PROD_CEL_100409,Dien thoai Xiaomi Xiaomi 14 16GB/128GB - Moi 100%,Xiaomi,Xiaomi 14,16GB,128GB,36680000.0,35680000.0,Con hang,Moi 100%,CellphoneS,2026-06-11
PROD_TGD_100410,Dien thoai Oppo A78 8GB/64GB - Moi 100%,Oppo,A78,8GB,64GB,40770000.0,40770000.0,Het hang,Moi 100%,TGDD,2026-06-11
PROD_CEL_100411,Dien thoai Apple iPhone 13 4GB/128GB - Moi 100%,Apple,iPhone 13,4GB,128GB,44690000.0,44190000.0,Con hang,Moi 100%,CellphoneS,2026-06-11
PROD_TGD_100412,Dien thoai Realme Realme Note 50 6GB/256GB - Moi 100%,Realme,Realme Note 50,6GB,256GB,44720000.0,44220000.0,Con hang,Moi 100%,TGDD,2026-06-11
PROD_CEL_100413,Dien thoai Apple iPhone 13 12GB/128GB - Moi 100%,Apple,iPhone 13,12GB,128GB,37500000.0,35500000.0,Con hang,Moi 100%,CellphoneS,2026-06-11
PROD_CEL_100414,Dien thoai Vivo X100 Pro 4GB/256GB - Moi 100%,Vivo,X100 Pro,4GB,256GB,38610000.0,38110000.0,Con hang,Moi 100%,CellphoneS,2026-06-11
PROD_CEL_100415,Dien thoai Vivo X100 Pro 8GB/512GB - Hang trung bay,Vivo,X100 Pro,8GB,512GB,41380000.0,39380000.0,Con hang,Hang trung bay,CellphoneS,2026-06-11
PROD_CEL_100416,Dien thoai Xiaomi Xiaomi 14 16GB/1TB - Moi 100%,Xiaomi,Xiaomi 14,16GB,1TB,39890000.0,39390000.0,Con hang,Moi 100%,CellphoneS,2026-06-11
PROD_CEL_100417,Dien thoai Xiaomi Redmi Note 13 8GB/128GB - Moi 100%,Xiaomi,Redmi Note 13,8GB,128GB,42620000.0,40620000.0,Con hang,Moi 100%,CellphoneS,2026-06-11
PROD_CEL_100418,Dien thoai Xiaomi Poco X6 Pro 12GB/256GB - Moi 100%,Xiaomi,Poco X6 Pro,12GB,256GB,41600000.0,41600000.0,Con hang,Moi 100%,CellphoneS,2026-06-11
PROD_CEL_100419,Dien thoai Apple iPhone 15 Pro Max 4GB/128GB - Moi 100%,Apple,iPhone 15 Pro Max,4GB,128GB,33640000.0,31640000.0,Het hang,Moi 100%,CellphoneS,2026-06-11
PROD_CEL_100420,Dien thoai Realme Realme C65 16GB/64GB - Moi 100%,realme,Realme C65,16GB,64GB,31750000.0,31750000.0,Con hang,Moi 100%,CellphoneS,2026-06-11
PROD_TGD_100421,Dien thoai Realme Realme 12 Rest 16GB/1TB - Moi 100%,Realme,Realme 12 Rest,16GB,1TB,38370000.0,37870000.0,Con hang,Moi 100%,TGDD,2026-06-11
PROD_TGD_100422,Dien thoai Vivo Y100 16GB/512GB - Moi 100%,Vivo,Y100,16GB,512GB,43320000.0,42820000.0,Con hang,Moi 100%,TGDD,2026-06-11
PROD_TGD_100423,Dien thoai Samsung Galaxy Z Fold6 12GB/512GB - Moi 100%,Samsung,Galaxy Z Fold6,12GB,512GB,34000000.0,33500000.0,Con hang,Moi 100%,TGDD,2026-06-11
PROD_CEL_100424,Dien thoai Oppo Find N3 Flip 4GB/128GB - Moi 100%,Oppo,Find N3 Flip,4GB,128GB,32870000.0,31870000.0,Con hang,Moi 100%,CellphoneS,2026-06-11
PROD_TGD_100425,Dien thoai Realme Realme Note 50 4GB/1TB - Moi 100%,Realme,Realme Note 50,4GB,1TB,42950000.0,42950000.0,Con hang,Moi 100%,TGDD,2026-06-11
PROD_TGD_100426,Dien thoai Xiaomi Redmi Note 13 8GB/512GB - Moi 100%,Xiaomi,Redmi Note 13,8GB,512GB,38960000.0,36960000.0,Con hang,Moi 100%,TGDD,2026-06-11
PROD_CEL_100427,Dien thoai Apple iPhone 13 16GB/1TB - Moi 100%,Apple,iPhone 13,16GB,1TB,37260000.0,36760000.0,Con hang,Moi 100%,CellphoneS,2026-06-11
PROD_TGD_100428,Dien thoai Xiaomi Poco X6 Pro 16GB/64GB - Moi 100%,Xiaomi,Poco X6 Pro,16GB,64GB,44660000.0,42660000.0,Con hang,Moi 100%,TGDD,2026-06-11
PROD_TGD_100429,Dien thoai Apple iPhone 15 Pro Max 12GB/256GB - Moi 100%,Apple,iPhone 15 Pro Max,12GB,256GB,35730000.0,35730000.0,Con hang,Moi 100%,TGDD,2026-06-11
PROD_TGD_100430,Dien thoai Samsung Galaxy Z Fold6 16GB/128GB - Moi 100%,Samsung,Galaxy Z Fold6,16GB,128GB,40730000.0,40230000.0,Con hang,Moi 100%,TGDD,2026-06-11
PROD_CEL_100431,Dien thoai Vivo X100 Pro 16GB/64GB - Hang trung bay,Vivo,X100 Pro,16GB,64GB,35240000.0,33240000.0,Con hang,Hang trung bay,CellphoneS,2026-06-11
PROD_CEL_100432,Dien thoai Samsung Galaxy A55 12GB/512GB - Moi 100%,Samsung,Galaxy A55,12GB,512GB,39170000.0,38670000.0,Con hang,Moi 100%,CellphoneS,2026-06-11
PROD_CEL_100433,Dien thoai Vivo Y100 4GB/1TB - Moi 100%,Vivo,Y100,4GB,1TB,44610000.0,44110000.0,Het hang,Moi 100%,CellphoneS,2026-06-11
PROD_CEL_100434,Dien thoai Samsung Galaxy S24 Ultra 6GB/1TB - Moi 100%,Samsung,Galaxy S24 Ultra,6GB,1TB,42320000.0,41820000.0,Con hang,Moi 100%,CellphoneS,2026-06-11
PROD_TGD_100435,Dien thoai Apple iPhone 15 Pro Max 6GB/1TB - Moi 100%,apple,iPhone 15 Pro Max,6GB,1TB,31120000.0,31120000.0,Con hang,Moi 100%,TGDD,2026-06-11
PROD_TGD_100436,Dien thoai Apple iPhone 13 8GB/64GB - Moi 100%,Apple,iPhone 13,8GB,64GB,34450000.0,33450000.0,Con hang,Moi 100%,TGDD,2026-06-11
PROD_TGD_100437,Dien thoai Oppo A78 4GB/512GB - Moi 100%,Oppo,A78,4GB,512GB,38940000.0,36940000.0,Con hang,Moi 100%,TGDD,2026-06-11
PROD_CEL_100438,Dien thoai Apple iPhone 13 12GB/64GB - Moi 100%,Apple,iPhone 13,12GB,64GB,36940000.0,36940000.0,Con hang,Moi 100%,CellphoneS,2026-06-11
PROD_CEL_100439,Dien thoai Realme Realme 12 Rest 6GB/256GB - Moi 100%,Realme,Realme 12 Rest,6GB,256GB,30700000.0,30700000.0,Con hang,Moi 100%,CellphoneS,2026-06-11
PROD_CEL_100440,Dien thoai Xiaomi Poco X6 Pro 12GB/128GB - Moi 100%,Xiaomi,Poco X6 Pro,12GB,128GB,38050000.0,37050000.0,Con hang,Moi 100%,CellphoneS,2026-06-11
PROD_TGD_100441,Dien thoai Apple iPhone 13 6GB/256GB - Moi 100%,Apple,iPhone 13,6GB,256GB,34470000.0,33470000.0,Con hang,Moi 100%,TGDD,2026-06-11
PROD_TGD_100442,Dien thoai Apple iPhone 15 Pro Max 4GB/512GB - Moi 100%,Apple,iPhone 15 Pro Max,4GB,512GB,33170000.0,32170000.0,Con hang,Moi 100%,TGDD,2026-06-11
PROD_TGD_100443,Dien thoai Apple iPhone 13 6GB/256GB - Moi 100%,Apple,iPhone 13,6GB,256GB,34500000.0,32500000.0,Con hang,Moi 100%,TGDD,2026-06-11
PROD_CEL_100444,Dien thoai Apple iPhone 14 Pro 4GB/512GB - Moi 100%,Apple,iPhone 14 Pro,4GB,512GB,37220000.0,37220000.0,Con hang,Moi 100%,CellphoneS,2026-06-11
PROD_CEL_100445,Dien thoai Samsung Galaxy Z Fold6 16GB/1TB - Moi 100%,Samsung,Galaxy Z Fold6,16GB,1TB,42510000.0,40510000.0,Con hang,Moi 100%,CellphoneS,2026-06-11
PROD_CEL_100446,Dien thoai Samsung Galaxy A55 8GB/512GB - Moi 100%,Samsung,Galaxy A55,8GB,512GB,33010000.0,32010000.0,Con hang,Moi 100%,CellphoneS,2026-06-11
PROD_CEL_100447,Dien thoai Realme Realme 12 Rest 16GB/64GB - Moi 100%,Realme,Realme 12 Rest,16GB,64GB,42910000.0,40910000.0,Con hang,Moi 100%,CellphoneS,2026-06-11
PROD_TGD_100448,Dien thoai Samsung Galaxy A55 16GB/128GB - Hang trung bay,Samsung,Galaxy A55,16GB,128GB,44460000.0,44460000.0,Con hang,Hang trung bay,TGDD,2026-06-11
PROD_CEL_100449,Dien thoai Vivo V30 5G 12GB/1TB - Moi 100%,Vivo,V30 5G,12GB,1TB,38430000.0,37930000.0,Con hang,Moi 100%,CellphoneS,2026-06-11
PROD_CEL_100450,Dien thoai Xiaomi Xiaomi 14 6GB/128GB - Moi 100%,xiaomi,Xiaomi 14,6GB,128GB,35560000.0,,Con hang,Moi 100%,CellphoneS,2026-06-11
PROD_TGD_100451,Dien thoai Realme Realme Note 50 4GB/128GB - Moi 100%,Realme,Realme Note 50,4GB,128GB,36730000.0,36730000.0,Con hang,Moi 100%,TGDD,2026-06-11
PROD_TGD_100452,Dien thoai Vivo V30 5G 16GB/1TB - Moi 100%,Vivo,V30 5G,16GB,1TB,42420000.0,40420000.0,Con hang,Moi 100%,TGDD,2026-06-11
PROD_CEL_100453,Dien thoai Vivo V30 5G 4GB/512GB - Moi 100%,Vivo,V30 5G,4GB,512GB,40530000.0,40530000.0,Het hang,Moi 100%,CellphoneS,2026-06-11
PROD_CEL_100454,Dien thoai Samsung Galaxy A55 4GB/512GB - Moi 100%,Samsung,Galaxy A55,4GB,512GB,30590000.0,29590000.0,Con hang,Moi 100%,CellphoneS,2026-06-11
PROD_TGD_100455,Dien thoai Vivo X100 Pro 12GB/512GB - Moi 100%,Vivo,X100 Pro,12GB,512GB,41520000.0,41020000.0,Con hang,Moi 100%,TGDD,2026-06-11
PROD_CEL_100456,Dien thoai Realme Realme Note 50 12GB/128GB - Da kich hoat,Realme,Realme Note 50,12GB,128GB,42990000.0,42990000.0,Het hang,Da kich hoat,CellphoneS,2026-06-11
